H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_54_709.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_54_709.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_54_709.jpg, 0, 0, 0, 7.792977E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_54_813.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_54_813.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_54_813.jpg, 0, 0, 0, 7.954507E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_54_914.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_54_914.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_54_914.jpg, 0, 0, 0, 7.809405E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_066.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_066.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_066.jpg, 0, 0, 0, 7.8659E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_167.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_167.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_167.jpg, 0, 0, 0, 7.873517E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_279.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_279.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_279.jpg, 0, 0, 0, 7.868562E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_392.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_392.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_392.jpg, 0, 0, 0, 7.883454E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_498.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_498.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_498.jpg, 0, 0, 0, 7.826834E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_601.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_601.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_601.jpg, 0, 0, 0, 7.791042E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_712.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_712.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_712.jpg, 0, 0, 0, 7.808131E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_820.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_820.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_820.jpg, 0, 0, 0, 7.784415E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_55_923.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_55_923.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_55_923.jpg, 0, 0, 0, 8.004521E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_56_028.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_56_028.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_56_028.jpg, 0, 0, 0, 7.815673E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_56_133.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_56_133.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_56_133.jpg, 0, 0, 0, 7.880514E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_56_234.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_56_234.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_56_234.jpg, 0, 0, 0, 7.967187E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_56_341.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_56_341.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_56_341.jpg, 0, 0, 0, 7.846109E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_56_448.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_56_448.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_56_448.jpg, 0, 0, 0, 7.774009E-05
H:\Programming\Self Driving Car\Data\IMG\center_2022_02_27_21_45_56_551.jpg, H:\Programming\Self Driving Car\Data\IMG\left_2022_02_27_21_45_56_551.jpg, H:\Programming\Self Driving Car\Data\IMG\right_2022_02_27_21_45_56_551.jpg, 0, 0, 0, 7.836929E-05
